index	masked sentence	original sentence	json file	sentence begin	sentence end	denotation 1	denotation 2
206	These results suggest that VN may be important in the progression of liver disease and / or in @DISEASE$ through its @GENE$ , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	These results suggest that VN may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	t6n95laz-18-body_text.json	912	1223	{'id': 'A-biobert_T11', 'span': {'begin': 1036, 'end': 1064}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 1007, 'end': 1024}, 'obj': 'Disease'}
207	These results suggest that VN may be important in the progression of @DISEASE$ and / or in hepatic fibrosis through its @GENE$ , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	These results suggest that VN may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	t6n95laz-18-body_text.json	912	1223	{'id': 'A-biobert_T11', 'span': {'begin': 1036, 'end': 1064}, 'obj': 'Gene'}	{'id': 25, 'span': {'begin': 981, 'end': 995}, 'obj': 'Disease'}
208	These results suggest that @GENE$ may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and @DISEASE$ than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	These results suggest that VN may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	t6n95laz-18-body_text.json	912	1223	{'id': 'A-biobert_T10', 'span': {'begin': 939, 'end': 942}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 1166, 'end': 1179}, 'obj': 'Disease'}
209	These results suggest that @GENE$ may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , @DISEASE$ and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	These results suggest that VN may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	t6n95laz-18-body_text.json	912	1223	{'id': 'A-biobert_T10', 'span': {'begin': 939, 'end': 942}, 'obj': 'Gene'}	{'id': 28, 'span': {'begin': 1146, 'end': 1162}, 'obj': 'Disease'}
210	These results suggest that @GENE$ may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with @DISEASE$ , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	These results suggest that VN may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	t6n95laz-18-body_text.json	912	1223	{'id': 'A-biobert_T10', 'span': {'begin': 939, 'end': 942}, 'obj': 'Gene'}	{'id': 27, 'span': {'begin': 1126, 'end': 1144}, 'obj': 'Disease'}
211	These results suggest that @GENE$ may be important in the progression of liver disease and / or in @DISEASE$ through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	These results suggest that VN may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	t6n95laz-18-body_text.json	912	1223	{'id': 'A-biobert_T10', 'span': {'begin': 939, 'end': 942}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 1007, 'end': 1024}, 'obj': 'Disease'}
212	These results suggest that @GENE$ may be important in the progression of @DISEASE$ and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	These results suggest that VN may be important in the progression of liver disease and / or in hepatic fibrosis through its collagen - binding domain I , and that VN levels are likely to be higher in patients with chronic hepatitis , liver cirrhosis and liver cancer than in controls ( 20 ) ( 21 ) ( 22 ) ( 23 )	t6n95laz-18-body_text.json	912	1223	{'id': 'A-biobert_T10', 'span': {'begin': 939, 'end': 942}, 'obj': 'Gene'}	{'id': 25, 'span': {'begin': 981, 'end': 995}, 'obj': 'Disease'}
213	In the present study , @GENE$ levels decreased in the progression of hepatitis B ( from CHB to HBV - induced @DISEASE$ )	In the present study , VN levels decreased in the progression of hepatitis B ( from CHB to HBV - induced ACLF )	t6n95laz-18-body_text.json	1226	1337	{'id': 'A-biobert_T13', 'span': {'begin': 1249, 'end': 1252}, 'obj': 'Gene'}	{'id': 32, 'span': {'begin': 1331, 'end': 1336}, 'obj': 'Disease'}
214	In the present study , @GENE$ levels decreased in the progression of hepatitis B ( from @DISEASE$ to HBV - induced ACLF )	In the present study , VN levels decreased in the progression of hepatitis B ( from CHB to HBV - induced ACLF )	t6n95laz-18-body_text.json	1226	1337	{'id': 'A-biobert_T13', 'span': {'begin': 1249, 'end': 1252}, 'obj': 'Gene'}	{'id': 31, 'span': {'begin': 1310, 'end': 1314}, 'obj': 'Disease'}
215	In the present study , @GENE$ levels decreased in the progression of @DISEASE$ ( from CHB to HBV - induced ACLF )	In the present study , VN levels decreased in the progression of hepatitis B ( from CHB to HBV - induced ACLF )	t6n95laz-18-body_text.json	1226	1337	{'id': 'A-biobert_T13', 'span': {'begin': 1249, 'end': 1252}, 'obj': 'Gene'}	{'id': 30, 'span': {'begin': 1291, 'end': 1303}, 'obj': 'Disease'}
216	In one of these studies , it was demonstrated that , in @DISEASE$ , the concentration of plasma @GENE$ was significantly lower than in healthy controls and was associated with the severity of liver disease	In one of these studies , it was demonstrated that , in chronic liver disease , the concentration of plasma VN was significantly lower than in healthy controls and was associated with the severity of liver disease	t6n95laz-18-body_text.json	1431	1644	{'id': 'A-biobert_T15', 'span': {'begin': 1539, 'end': 1542}, 'obj': 'Gene'}	{'id': 33, 'span': {'begin': 1487, 'end': 1509}, 'obj': 'Disease'}
217	Notably , levels of @GENE$ in the liver tissue were significantly increased in patients with @DISEASE$ compared with those in normal controls	Notably , levels of VN in the liver tissue were significantly increased in patients with chronic liver disease compared with those in normal controls	t6n95laz-18-body_text.json	1647	1796	{'id': 'A-biobert_T16', 'span': {'begin': 1667, 'end': 1670}, 'obj': 'Gene'}	{'id': 35, 'span': {'begin': 1736, 'end': 1758}, 'obj': 'Disease'}
218	In the other study , it was demonstrated that there were lower levels of @GENE$ in @DISEASE$ , which was possibly due to a decreased synthesis , deposition in injured tissues or a combination of the two ( 25 )	In the other study , it was demonstrated that there were lower levels of plasma VN in chronic liver disease , which was possibly due to a decreased synthesis , deposition in injured tissues or a combination of the two ( 25 )	t6n95laz-18-body_text.json	1936	2160	{'id': 'A-biobert_T19', 'span': {'begin': 2009, 'end': 2019}, 'obj': 'Gene'}	{'id': 36, 'span': {'begin': 2022, 'end': 2044}, 'obj': 'Disease'}
219	Following @DISEASE$ , T cell migration to the CNS is regulated by CXCR3 , as well as CCR2 and @GENE$ ( 33 ) ( 34 ) ( 35 )	Following JHMV infection , T cell migration to the CNS is regulated by CXCR3 , as well as CCR2 and CCR5 ( 33 ) ( 34 ) ( 35 )	sb3ccvsk-17-body_text.json	155	279	{'id': 'A-biobert_T5', 'span': {'begin': 254, 'end': 259}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 165, 'end': 180}, 'obj': 'Disease'}
220	Following @DISEASE$ , T cell migration to the CNS is regulated by CXCR3 , as well as @GENE$ and CCR5 ( 33 ) ( 34 ) ( 35 )	Following JHMV infection , T cell migration to the CNS is regulated by CXCR3 , as well as CCR2 and CCR5 ( 33 ) ( 34 ) ( 35 )	sb3ccvsk-17-body_text.json	155	279	{'id': 'A-biobert_T4', 'span': {'begin': 245, 'end': 250}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 165, 'end': 180}, 'obj': 'Disease'}
221	Following @DISEASE$ , T cell migration to the CNS is regulated by @GENE$ , as well as CCR2 and CCR5 ( 33 ) ( 34 ) ( 35 )	Following JHMV infection , T cell migration to the CNS is regulated by CXCR3 , as well as CCR2 and CCR5 ( 33 ) ( 34 ) ( 35 )	sb3ccvsk-17-body_text.json	155	279	{'id': 'A-biobert_T3', 'span': {'begin': 226, 'end': 232}, 'obj': 'Gene'}	{'id': 26, 'span': {'begin': 165, 'end': 180}, 'obj': 'Disease'}
222	In addition to @GENE$ , IL - 10 - producing Tr1 cells also regulate autoimmune responses , including during @DISEASE$ ( 40 , 41 )	In addition to Foxp3 + Tregs , IL - 10 - producing Tr1 cells also regulate autoimmune responses , including during MS ( 40 , 41 )	sb3ccvsk-17-body_text.json	1779	1908	{'id': 'A-biobert_T25', 'span': {'begin': 1794, 'end': 1808}, 'obj': 'Gene'}	{'id': 29, 'span': {'begin': 1894, 'end': 1897}, 'obj': 'Disease'}
223	The purpose of this study was to determine the prevalence and genotype ( sequencing of the @GENE$ after polymerase chain reaction [ PCR ] screening ) of HAdVs among children with @DISEASE$ in different areas of China from 2007 to 2010	The purpose of this study was to determine the prevalence and genotype ( sequencing of the hexon gene after polymerase chain reaction [ PCR ] screening ) of HAdVs among children with SARI in different areas of China from 2007 to 2010	ux38431n-7-body_text.json	0	233	{'id': 'A-biobert_T1', 'span': {'begin': 91, 'end': 102}, 'obj': 'Gene'}	{'id': 2, 'span': {'begin': 183, 'end': 188}, 'obj': 'Disease'}
224	In bats the evolutionary suppression of inflammation and consequent susceptibility to @DISEASE$ infection is counteracted by constitutive expression of innate immune genes or @GENE$ to target viruses as described earlier	In bats the evolutionary suppression of inflammation and consequent susceptibility to virus infection is counteracted by constitutive expression of innate immune genes or novel genes to target viruses as described earlier	1bi6q127-12-body_text.json	842	1063	{'id': 'A-biobert_T2', 'span': {'begin': 1013, 'end': 1025}, 'obj': 'Gene'}	{'id': 19, 'span': {'begin': 928, 'end': 934}, 'obj': 'Disease'}
225	In bats the evolutionary suppression of inflammation and consequent susceptibility to @DISEASE$ infection is counteracted by constitutive expression of @GENE$ or novel genes to target viruses as described earlier	In bats the evolutionary suppression of inflammation and consequent susceptibility to virus infection is counteracted by constitutive expression of innate immune genes or novel genes to target viruses as described earlier	1bi6q127-12-body_text.json	842	1063	{'id': 'A-biobert_T1', 'span': {'begin': 990, 'end': 1010}, 'obj': 'Gene'}	{'id': 19, 'span': {'begin': 928, 'end': 934}, 'obj': 'Disease'}
226	EV - D68 belong to @DISEASE$ ( family Picornaviridae , genus Enterovirus ) , which are non - enveloped , positive - sense singlestrand RNA viruses of approximately 7500 nt and contain a large open reading frame that encodes a @GENE$ that is cleaved to yield corresponding viral proteins	EV - D68 belong to enterovirus ( family Picornaviridae , genus Enterovirus ) , which are non - enveloped , positive - sense singlestrand RNA viruses of approximately 7500 nt and contain a large open reading frame that encodes a polyprotein that is cleaved to yield corresponding viral proteins	21iw0bej-3-body_text.json	926	1219	{'id': 'A-biobert_T3', 'span': {'begin': 1154, 'end': 1166}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 945, 'end': 957}, 'obj': 'Disease'}
227	EV - D68 belong to @DISEASE$ ( family Picornaviridae , genus Enterovirus ) , which are non - enveloped , positive - sense singlestrand RNA viruses of approximately 7500 nt and contain a large @GENE$ that encodes a polyprotein that is cleaved to yield corresponding viral proteins	EV - D68 belong to enterovirus ( family Picornaviridae , genus Enterovirus ) , which are non - enveloped , positive - sense singlestrand RNA viruses of approximately 7500 nt and contain a large open reading frame that encodes a polyprotein that is cleaved to yield corresponding viral proteins	21iw0bej-3-body_text.json	926	1219	{'id': 'A-biobert_T2', 'span': {'begin': 1120, 'end': 1139}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 945, 'end': 957}, 'obj': 'Disease'}
228	Therefore , we suggest that exclusion of the @GENE$ as immunogen is one important factor in @DISEASE$ vaccine design .	Therefore , we suggest that exclusion of the core and envelope antigen as immunogen is one important factor in HCV vaccine design .	m6abyuvx-30-body_text.json	1358	1489	{'id': 'A-biobert_T20', 'span': {'begin': 1403, 'end': 1429}, 'obj': 'Gene'}	{'id': 21, 'span': {'begin': 1469, 'end': 1473}, 'obj': 'Disease'}
229	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of @GENE$ and confirmed that these mice developed chronic active hepatitis - including steatosis , @DISEASE$ , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T3', 'span': {'begin': 134, 'end': 146}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 235, 'end': 252}, 'obj': 'Disease'}
230	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of @GENE$ and confirmed that these mice developed chronic active hepatitis - including @DISEASE$ , lipid deposition , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T3', 'span': {'begin': 134, 'end': 146}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 223, 'end': 233}, 'obj': 'Disease'}
231	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of @GENE$ and confirmed that these mice developed @DISEASE$ - including steatosis , lipid deposition , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T3', 'span': {'begin': 134, 'end': 146}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 186, 'end': 211}, 'obj': 'Disease'}
232	Here , we used poly ( I : C ) - induced expression of @GENE$ to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , @DISEASE$ , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T2', 'span': {'begin': 54, 'end': 70}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 235, 'end': 252}, 'obj': 'Disease'}
233	Here , we used poly ( I : C ) - induced expression of @GENE$ to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including @DISEASE$ , lipid deposition , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T2', 'span': {'begin': 54, 'end': 70}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 223, 'end': 233}, 'obj': 'Disease'}
234	Here , we used poly ( I : C ) - induced expression of @GENE$ to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed @DISEASE$ - including steatosis , lipid deposition , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T2', 'span': {'begin': 54, 'end': 70}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 186, 'end': 211}, 'obj': 'Disease'}
235	Here , we used @GENE$ - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , @DISEASE$ , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T1', 'span': {'begin': 15, 'end': 30}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 235, 'end': 252}, 'obj': 'Disease'}
236	Here , we used @GENE$ - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including @DISEASE$ , lipid deposition , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T1', 'span': {'begin': 15, 'end': 30}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 223, 'end': 233}, 'obj': 'Disease'}
237	Here , we used @GENE$ - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed @DISEASE$ - including steatosis , lipid deposition , and hepatocellular carcinoma	Here , we used poly ( I : C ) - induced expression of Cre recombinase to generate HCV transgenic mice in order to study the effect of HCV protein and confirmed that these mice developed chronic active hepatitis - including steatosis , lipid deposition , and hepatocellular carcinoma	m6abyuvx-25-body_text.json	0	282	{'id': 'A-biobert_T1', 'span': {'begin': 15, 'end': 30}, 'obj': 'Gene'}	{'id': 8, 'span': {'begin': 186, 'end': 211}, 'obj': 'Disease'}
238	However , experimental results obtained with this mouse model may not directly translate to clinical findings from patients with @DISEASE$ because the expression of @GENE$ was not liver specific in these mice	However , experimental results obtained with this mouse model may not directly translate to clinical findings from patients with HCV infection because the expression of HCV proteins was not liver specific in these mice	m6abyuvx-25-body_text.json	507	725	{'id': 'A-biobert_T4', 'span': {'begin': 676, 'end': 689}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 636, 'end': 650}, 'obj': 'Disease'}
239	Furthermore , @GENE$ injection can activate innate immune responses and , consequently , might induce temporary @DISEASE$ [ 18 ]	Furthermore , poly ( I : C ) injection can activate innate immune responses and , consequently , might induce temporary liver injury [ 18 ]	m6abyuvx-25-body_text.json	728	867	{'id': 'A-biobert_T5', 'span': {'begin': 742, 'end': 757}, 'obj': 'Gene'}	{'id': 16, 'span': {'begin': 848, 'end': 861}, 'obj': 'Disease'}
240	They successfully suppressed @DISEASE$ infection in a humanized mouse model using a cocktail of these @GENE$ , inhibiting HIV - 1 entry into target cells and its replication .	They successfully suppressed HIV - 1 infection in a humanized mouse model using a cocktail of these siRNA complexes , inhibiting HIV - 1 entry into target cells and its replication .	leaj1t3k-31-body_text.json	550	732	{'id': 'A-biobert_T5', 'span': {'begin': 650, 'end': 666}, 'obj': 'Gene'}	{'id': 6, 'span': {'begin': 579, 'end': 587}, 'obj': 'Disease'}
241	Different groups of viruses , such as tombusvirus ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( @DISEASE$ ) , utilize @GENE$ as cofactor for viral transcription , translation and assembly	Different groups of viruses , such as tombusvirus ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( WNV ) , utilize eEF1A as cofactor for viral transcription , translation and assembly	iv2dcpqj-7-body_text.json	0	209	{'id': 'A-biobert_T1', 'span': {'begin': 141, 'end': 147}, 'obj': 'Gene'}	{'id': 18, 'span': {'begin': 125, 'end': 129}, 'obj': 'Disease'}
242	Different groups of viruses , such as tombusvirus ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and @DISEASE$ ( WNV ) , utilize @GENE$ as cofactor for viral transcription , translation and assembly	Different groups of viruses , such as tombusvirus ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( WNV ) , utilize eEF1A as cofactor for viral transcription , translation and assembly	iv2dcpqj-7-body_text.json	0	209	{'id': 'A-biobert_T1', 'span': {'begin': 141, 'end': 147}, 'obj': 'Gene'}	{'id': 17, 'span': {'begin': 107, 'end': 123}, 'obj': 'Disease'}
243	Different groups of viruses , such as tombusvirus ( TBSV ) , @DISEASE$ ( HIV - 1 ) and West Nile virus ( WNV ) , utilize @GENE$ as cofactor for viral transcription , translation and assembly	Different groups of viruses , such as tombusvirus ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( WNV ) , utilize eEF1A as cofactor for viral transcription , translation and assembly	iv2dcpqj-7-body_text.json	0	209	{'id': 'A-biobert_T1', 'span': {'begin': 141, 'end': 147}, 'obj': 'Gene'}	{'id': 16, 'span': {'begin': 61, 'end': 91}, 'obj': 'Disease'}
244	Different groups of viruses , such as tombusvirus ( @DISEASE$ ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( WNV ) , utilize @GENE$ as cofactor for viral transcription , translation and assembly	Different groups of viruses , such as tombusvirus ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( WNV ) , utilize eEF1A as cofactor for viral transcription , translation and assembly	iv2dcpqj-7-body_text.json	0	209	{'id': 'A-biobert_T1', 'span': {'begin': 141, 'end': 147}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 52, 'end': 57}, 'obj': 'Disease'}
245	Different groups of viruses , such as @DISEASE$ ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( WNV ) , utilize @GENE$ as cofactor for viral transcription , translation and assembly	Different groups of viruses , such as tombusvirus ( TBSV ) , human immunodeficiency type 1 ( HIV - 1 ) and West Nile virus ( WNV ) , utilize eEF1A as cofactor for viral transcription , translation and assembly	iv2dcpqj-7-body_text.json	0	209	{'id': 'A-biobert_T1', 'span': {'begin': 141, 'end': 147}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 38, 'end': 50}, 'obj': 'Disease'}
246	Considering CSFV , BVDV , HCV and @DISEASE$ are all Flaviviridae members , we suppose that the CSFV NS5A protein possibly interacts with @GENE$ or affects the CSFV growth in host cells	Considering CSFV , BVDV , HCV and WNV are all Flaviviridae members , we suppose that the CSFV NS5A protein possibly interacts with eEF1A or affects the CSFV growth in host cells	iv2dcpqj-7-body_text.json	672	849	{'id': 'A-biobert_T11', 'span': {'begin': 803, 'end': 809}, 'obj': 'Gene'}	{'id': 20, 'span': {'begin': 706, 'end': 710}, 'obj': 'Disease'}
247	Considering CSFV , @DISEASE$ , HCV and WNV are all Flaviviridae members , we suppose that the CSFV NS5A protein possibly interacts with @GENE$ or affects the CSFV growth in host cells	Considering CSFV , BVDV , HCV and WNV are all Flaviviridae members , we suppose that the CSFV NS5A protein possibly interacts with eEF1A or affects the CSFV growth in host cells	iv2dcpqj-7-body_text.json	672	849	{'id': 'A-biobert_T11', 'span': {'begin': 803, 'end': 809}, 'obj': 'Gene'}	{'id': 19, 'span': {'begin': 691, 'end': 696}, 'obj': 'Disease'}
248	Considering CSFV , BVDV , HCV and @DISEASE$ are all Flaviviridae members , we suppose that the @GENE$ possibly interacts with eEF1A or affects the CSFV growth in host cells	Considering CSFV , BVDV , HCV and WNV are all Flaviviridae members , we suppose that the CSFV NS5A protein possibly interacts with eEF1A or affects the CSFV growth in host cells	iv2dcpqj-7-body_text.json	672	849	{'id': 'A-biobert_T10', 'span': {'begin': 761, 'end': 779}, 'obj': 'Gene'}	{'id': 20, 'span': {'begin': 706, 'end': 710}, 'obj': 'Disease'}
249	Considering CSFV , @DISEASE$ , HCV and WNV are all Flaviviridae members , we suppose that the @GENE$ possibly interacts with eEF1A or affects the CSFV growth in host cells	Considering CSFV , BVDV , HCV and WNV are all Flaviviridae members , we suppose that the CSFV NS5A protein possibly interacts with eEF1A or affects the CSFV growth in host cells	iv2dcpqj-7-body_text.json	672	849	{'id': 'A-biobert_T10', 'span': {'begin': 761, 'end': 779}, 'obj': 'Gene'}	{'id': 19, 'span': {'begin': 691, 'end': 696}, 'obj': 'Disease'}
250	The outcome of @DISEASE$ infections is determined by the repertoire and specificity of the @GENE$ in a particular animal species	The outcome of viral infections is determined by the repertoire and specificity of the antiviral genes in a particular animal species	c3psvuzp-9-body_text.json	0	133	{'id': 'A-biobert_T1', 'span': {'begin': 87, 'end': 103}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 15, 'end': 21}, 'obj': 'Disease'}
251	SH and @GENE$ were more divergent between the @DISEASE$ subgroups at the nucleotide level with 76 and 63 % identity , respectively	SH and G glycoprotein genes were more divergent between the HMPV subgroups at the nucleotide level with 76 and 63 % identity , respectively	1qgpa45q-13-body_text.json	308	447	{'id': 'A-biobert_T4', 'span': {'begin': 315, 'end': 336}, 'obj': 'Gene'}	{'id': 10, 'span': {'begin': 368, 'end': 373}, 'obj': 'Disease'}
252	Early data , examining the pathogenesis of graft injury in liver transplant recipients with HCV infection , first reported that methylprednisolone treatment for @DISEASE$ led to a 4 - 100 - fold increase in @GENE$ [ 31 ]	Early data , examining the pathogenesis of graft injury in liver transplant recipients with HCV infection , first reported that methylprednisolone treatment for acute rejection led to a 4 - 100 - fold increase in serum HCV RNA [ 31 ]	0hbeso65-13-body_text.json	28	261	{'id': 'A-biobert_T1', 'span': {'begin': 241, 'end': 255}, 'obj': 'Gene'}	{'id': 5, 'span': {'begin': 189, 'end': 205}, 'obj': 'Disease'}
253	Early data , examining the pathogenesis of graft injury in liver transplant recipients with @DISEASE$ , first reported that methylprednisolone treatment for acute rejection led to a 4 - 100 - fold increase in @GENE$ [ 31 ]	Early data , examining the pathogenesis of graft injury in liver transplant recipients with HCV infection , first reported that methylprednisolone treatment for acute rejection led to a 4 - 100 - fold increase in serum HCV RNA [ 31 ]	0hbeso65-13-body_text.json	28	261	{'id': 'A-biobert_T1', 'span': {'begin': 241, 'end': 255}, 'obj': 'Gene'}	{'id': 4, 'span': {'begin': 120, 'end': 134}, 'obj': 'Disease'}
254	Early data , examining the pathogenesis of graft injury in @DISEASE$ recipients with HCV infection , first reported that methylprednisolone treatment for acute rejection led to a 4 - 100 - fold increase in @GENE$ [ 31 ]	Early data , examining the pathogenesis of graft injury in liver transplant recipients with HCV infection , first reported that methylprednisolone treatment for acute rejection led to a 4 - 100 - fold increase in serum HCV RNA [ 31 ]	0hbeso65-13-body_text.json	28	261	{'id': 'A-biobert_T1', 'span': {'begin': 241, 'end': 255}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 87, 'end': 104}, 'obj': 'Disease'}
255	Early data , examining the pathogenesis of @DISEASE$ in liver transplant recipients with HCV infection , first reported that methylprednisolone treatment for acute rejection led to a 4 - 100 - fold increase in @GENE$ [ 31 ]	Early data , examining the pathogenesis of graft injury in liver transplant recipients with HCV infection , first reported that methylprednisolone treatment for acute rejection led to a 4 - 100 - fold increase in serum HCV RNA [ 31 ]	0hbeso65-13-body_text.json	28	261	{'id': 'A-biobert_T1', 'span': {'begin': 241, 'end': 255}, 'obj': 'Gene'}	{'id': 2, 'span': {'begin': 71, 'end': 84}, 'obj': 'Disease'}
